id,r_date,company_name,sum,category_name,type_name,control_plan,name,supplier_name,vehicle_no,invoice_no,way_bill_no,quantity,price,qty_uom,status_accepted,status_rejected,status_not_attended,invoice_file,waybill_file
3323,11-06-2024,Gujarat Metal Cast,1,Others,,,SGI STD,,,,,,,Kg,,,Not Attended,,
3324,11-06-2024,Yash Metallics Pvt Ltd,1,Pig Iron,Basic Pig iron,56-Yash Metallics Pvt Ltd - 3,WELLDEAL,WELL DEAL ENGINEERING,,,,,,Kg,,,Not Attended,,
3325,11-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,ATONKOR STEELS,CG07CH7486,,,20190,,Ton,Accepted,,,,
3326,11-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,ATONKOR STEELS,CG07CH7486,,,20190,,Ton,Accepted,,,,
3327,11-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,ATONKOR STEELS,CG07CH7486,,,20190,,Ton,Accepted,,,,
3328,11-06-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,MBH-11X C10 D,,,,,,,Kg,,,Not Attended,,
3329,11-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,BALAJEE STRUCTURAL,CG07BC4017,,,24210,,Ton,Accepted,,,,
3330,11-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,BALAJEE STRUCTURAL,CG07BC4017,,,24210,,Ton,Accepted,,,,
3331,11-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,BALAJEE STRUCTURAL,CG07BC4017,,,24210,,Ton,Accepted,,,,
3332,11-06-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,SC 670/22,,,,,,,Kg,,,Not Attended,,
3333,11-06-2024,Gujarat Metal Cast,1,Others,,,R S STEEL SS,R.S. STEEL,,,,,,Kg,,,Not Attended,,
3334,11-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3335,11-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3336,11-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3337,11-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3338,11-06-2024,MANTRI METALLICS PVT LTD,1,Borings,CI,8-MANTRI METALLICS PVT LTD - 6,11F24 - RITZEE RECYCLING-G232,RITZEE RECYCLING,MH09BA8800,RRPL-637,,19.83,37,Ton,Accepted,,,,
3339,11-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,AKASH SALES,CG04J7103,,,19450,,Ton,Accepted,,,,
3340,11-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,AKASH SALES,CG04J7103,,,19450,,Ton,Accepted,,,,
3341,11-06-2024,Gujarat Metal Cast,1,Others,,,MCI STD,,,,,,,Kg,,,Not Attended,,
3342,11-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,AVANI FERRO ALLOY,CG04JD5989,270,,25.25,,Ton,Accepted,,,,
3343,11-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,AVANI FERRO ALLOY,CG04JD5989,270,,25.25,,Ton,Accepted,,,,
3344,12-06-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,SC 670/22,,,,,,,Kg,,,Not Attended,,
3345,12-06-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,MBH-11X C10 D,,,,,,,Kg,,,Not Attended,,
3346,12-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,R.J.S IND.,CG04JB9939,,,32290,,Ton,Accepted,,,,
3347,12-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,R.J.S IND.,CG04JB9939,,,32290,,Ton,Accepted,,,,
3348,12-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,R.J.S IND.,CG04JB9939,,,32290,,Ton,Accepted,,,,
3349,12-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRC Scrap,1-MANTRI METALLICS PVT LTD - 1,12F24 - RITZEE RECYCLING-G306,RITZEE RECYCLING,MH12LT8999,RRPL-734/735,,24.1,45.75,Ton,Accepted,,,,
3350,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,HS1S,50-Paranjape Auto Cast Satara Unit Pvt Ltd - 2,ALLOY,,,,,,,Kg,,,Not Attended,,
3351,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,HS1S,50-Paranjape Auto Cast Satara Unit Pvt Ltd - 2,ALLOY,,,,,,,Kg,,,Not Attended,,
3352,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,HS1S,50-Paranjape Auto Cast Satara Unit Pvt Ltd - 2,ALLOY,,,,,,,Kg,,,Not Attended,,
3353,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,HS1S,50-Paranjape Auto Cast Satara Unit Pvt Ltd - 2,ALLOY,,,,,,,Kg,,,Not Attended,,
3354,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,HS1S,50-Paranjape Auto Cast Satara Unit Pvt Ltd - 2,ALLOY,,,,,,,Kg,,,Not Attended,,
3355,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,HS1S,50-Paranjape Auto Cast Satara Unit Pvt Ltd - 2,ALLOY,,,,,,,Kg,,,Not Attended,,
3356,12-06-2024,Shivalik Engineering industries Ltd,1,Pig Iron,Steel Pig,46-Shivalik Engineering industries Ltd - 2,RM2,STEEL AUTHORITY OF INDIA,CG04JC8144,,,25880,,Ton,Accepted,,,,
3357,12-06-2024,Shivalik Engineering industries Ltd,1,Pig Iron,Steel Pig,46-Shivalik Engineering industries Ltd - 2,RM2,STEEL AUTHORITY OF INDIA,CG04JC8144,,,25880,,Ton,Accepted,,,,
3358,12-06-2024,Shivalik Engineering industries Ltd,1,Pig Iron,Steel Pig,46-Shivalik Engineering industries Ltd - 2,RM2,STEEL AUTHORITY OF INDIA,CG04JC8144,,,25880,,Ton,Accepted,,,,
3359,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
3360,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
3361,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
3362,12-06-2024,Shivalik Engineering industries Ltd,1,Pig Iron,Steel Pig,46-Shivalik Engineering industries Ltd - 2,RM2,STEEL AUTHORITY OF INDIA,CG04JC8144,,,25880,,Ton,Accepted,,,,
3363,12-06-2024,HARI OM CASTING COMPANY PRIVATE LIMITED,1,Pig Iron,Foundry Pig,113-HARI OM CASTING COMPANY PRIVATE LIMITED - 2,RM2,,,,,,,Kg,,,Not Attended,,
3364,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4C,37-Paranjape Auto Cast Satara Unit Pvt Ltd - 1,ALLOY,,,,,,,Kg,,,Not Attended,,
3365,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4C,37-Paranjape Auto Cast Satara Unit Pvt Ltd - 1,ALLOY,,,,,,,Kg,,,Not Attended,,
3366,12-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4C,37-Paranjape Auto Cast Satara Unit Pvt Ltd - 1,ALLOY,,,,,,,Kg,,,Not Attended,,
3367,12-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,2-MANTRI METALLICS PVT LTD - 2,12F24 - PARSHWA STEEL,PARSHWA STEEL,MH11AL0317,PS/24-25/86,,18.84,44,Kg,Accepted,,,,
3368,12-06-2024,The Allied Founders Pvt Ltd,1,Pig Iron,Foundry CI Pig,24-The Allied Founders Pvt Ltd - 1,SUPRIYA TRADERS,SUPRIYA TRADERS,,,,,,Kg,,,Not Attended,,
3369,12-06-2024,The Allied Founders Pvt Ltd,1,Pig Iron,Foundry CI Pig,24-The Allied Founders Pvt Ltd - 1,SUPRIYA TRADERS,SUPRIYA TRADERS,,,,,,Kg,,,Not Attended,,
3370,12-06-2024,Belgaum FerroCast Pvt Ltd,1,Pig Iron,SG,33-Belgaum FerroCast Pvt Ltd - 3,SG PIG IRON,SUPRIYA TRADERS,KA22T8059,ST/00556/24-25,,5.11,47.5,Ton,Accepted,,,,
3371,12-06-2024,Gujarat Metal Cast,1,Others,,,SUCHI FASTNER,SUCHI FASTNER,,,,,,Kg,,,Not Attended,,
3372,12-06-2024,Jadhav Industries,1,Scrap,MS Scrap,115-Jadhav Industries - 2,MS SCRAP,,,,,,,Kg,,,Not Attended,,
3373,12-06-2024,Belgaum FerroCast Pvt Ltd,1,Scrap,MS Scrap,35-Belgaum FerroCast Pvt Ltd - 5,MS SCRAP,USHA ENTERPRISES,KA22D1186,1023-24/2024-25,161874390856-171874390763,37.46,45.1,Ton,Accepted,,,,
3374,12-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,BALAJEE STRUCTURAL,CG04JD2110,913,,25.25,,Ton,Accepted,,,,
3375,12-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,BALAJEE STRUCTURAL,CG04JD2110,913,,25.25,,Ton,Accepted,,,,
3376,12-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,BALAJEE STRUCTURAL,CG04JD2110,913,,25.25,,Ton,Accepted,,,,
3377,12-06-2024,Gujarat Metal Cast,1,Others,,,SGI STD,,,,,,,Kg,,,Not Attended,,
3378,12-06-2024,Gujarat Metal Cast,1,Others,,,SGI STD SN,,,,,,,Kg,,,Not Attended,,
3379,12-06-2024,Gujarat Metal Cast,1,Others,,,SGI STD SN,,,,,,,Kg,,,Not Attended,,
3380,13-06-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,MBH-11X C10 D,,,,,,,Kg,,,Not Attended,,
3381,13-06-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,SC 670/22,,,,,,,Kg,,,Not Attended,,
3382,13-06-2024,Mal Metalliks Pvt. Ltd.,1,Scrap,MS Scrap,11-Mal Metalliks Pvt. Ltd. - 1,M S SCRAP LOOSE - SKIPPER LTD,SKIPPER,,,,,,Kg,,,Not Attended,,
3383,13-06-2024,Shivalik Engineering industries Ltd,1,Pig Iron,Steel Pig,46-Shivalik Engineering industries Ltd - 2,RM2,STEEL AUTHORITY OF INDIA,CG04JB5323,,,14.77,,Ton,Accepted,,,,
3384,13-06-2024,Shivalik Engineering industries Ltd,1,Pig Iron,Steel Pig,46-Shivalik Engineering industries Ltd - 2,RM2,STEEL AUTHORITY OF INDIA,CG07JB5323,,,14.77,,Ton,Accepted,,,,
3385,13-06-2024,Shivalik Engineering industries Ltd,1,Pig Iron,Steel Pig,46-Shivalik Engineering industries Ltd - 2,RM2,STEEL AUTHORITY OF INDIA,CG04JB5323,,,14.77,,Ton,Accepted,,,,
3386,13-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3387,13-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3388,13-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3389,13-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3390,13-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3391,13-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3392,13-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,2-MANTRI METALLICS PVT LTD - 2,13F24 - PARSHWA STEEL,PARSHWA STEEL,MH504746,PS/24-25/88,,12.04,44,Kg,Accepted,,,,
3393,13-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRC Scrap,1-MANTRI METALLICS PVT LTD - 1,13F24 - MADHUBAN STEEL-G306,MADHUBAN STEEL,MH10CQ7135,CHKDLN251110632,,30.28,47,Ton,Accepted,,,,
3394,13-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,NEW TECH ISPAT,CG07AV8227,,,22.61,,Ton,Accepted,,,,
3395,13-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,NEW TECH ISPAT,CG07AV8227,,,22.61,,Ton,Accepted,,,,
3396,13-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3397,13-06-2024,Gujarat Metal Cast,1,Others,,,GUJARAT TIN,GUJARAT TIN,,,,,,Kg,,,Not Attended,,
3398,13-06-2024,Gujarat Metal Cast,1,Others,,,GURU MHARAJ,GURU MHARAJ,,,,,,Kg,,,Not Attended,,
3399,13-06-2024,Gujarat Metal Cast,1,Others,,,GURU MHARAJ,GURU MHARAJ,,,,,,Kg,,,Not Attended,,
3400,13-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,2-MANTRI METALLICS PVT LTD - 2,13F24 - AK STEEL,AK STEEL,MH10AW7659,AK0189,,26.24,43.5,Ton,Accepted,,,,
3401,13-06-2024,RNG Exports Pvt Ltd,1,Others,,,CRC [ MILI ] 13-06-24,,,,,,,Kg,,,Not Attended,,
3402,13-06-2024,Dhavalikar Engineering Works,1,Others,,,NA 16:39,,,,,,,Kg,,,Not Attended,,
3403,13-06-2024,Belgaum FerroCast Pvt Ltd,1,Scrap,CRC Scrap,21-Belgaum FerroCast Pvt Ltd - 1,CRCA SCRAP,METAL & SCRAP TRADERS PVT.LTD,TN31BS7593,MSTH-0480,5.32E+11,24.88,46.6,Ton,Accepted,,,,
3404,13-06-2024,Maruti Products,1,Others,,,13.6.24,,,,,,,Kg,,,Not Attended,,
3405,13-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3406,13-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,SINDH ISPAT,CG04JD2110,298,,25.29,,Ton,Accepted,,,,
3407,13-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,SINDH ISPAT,CG04JD2110,298,,25.29,,Ton,Accepted,,,,
3408,13-06-2024,Gujarat Metal Cast,1,Others,,,SGI STD,,,,,,,Kg,,,Not Attended,,
3409,13-06-2024,Gujarat Metal Cast,1,Others,,,SGI STD SN,,,,,,,Kg,,,Not Attended,,
3410,13-06-2024,Gujarat Metal Cast,1,Others,,,SGI STD SN,,,,,,,Kg,,,Not Attended,,
3411,14-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRC Scrap,1-MANTRI METALLICS PVT LTD - 1,13F24 - RITZEE RECYCLING-G306,RITZEE RECYCLING,MH12TV3854,RRPL-746,,24,45.75,Ton,Accepted,,,,
3412,14-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,CI SCRAP,10-MANTRI METALLICS PVT LTD - 8,13F24 - AIM INTERNATIONAL,AIM INTERNATIONAL,CONTENER,32011301,,104.27,37,Ton,Accepted,,,,
3413,14-06-2024,Belgaum FerroCast Pvt Ltd,1,Scrap,CRC Scrap,21-Belgaum FerroCast Pvt Ltd - 1,CRCA SCRAP,MS Metals and steel pvt ltd,KA36C0413,MSMBY2425-02378,,26.29,,Ton,Accepted,,,,
3414,14-06-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,SC 670/22,,,,,,,Kg,,,Not Attended,,
3415,14-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
3416,14-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
3417,14-06-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,MBH-11X C10 D,,,,,,,Kg,,,Not Attended,,
3418,14-06-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
3419,14-06-2024,Dhavalikar Engineering Works,1,Others,,,D23924,,,,,,,Kg,,,Not Attended,,
3420,14-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3421,14-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3422,14-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3423,14-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3424,14-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,MS SCRAP S.01 V.NO-CG17KJ-2919(AKASH SALES),AKASH SALES,CG17KJ2919,,,16.22,,Ton,Accepted,,,,
3425,14-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,MS SCRAP S.02 V.NO-CG17KJ-2919(AKASH SALES),AKASH SALES,CG17KJ2919,,,16.22,,Ton,Accepted,,,,
3426,14-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,MS SCRAP S.03 V.NO-CG17KJ-2919(AKASH SALES),AKASH SALES,CG17KJ2919,,,16.22,,Ton,Accepted,,,,
3427,14-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,MS SCRAP S.04 V.NO-CG17KJ-2919(AKASH SALES),AKASH SALES,CG17KJ2919,,,16.22,,Ton,Accepted,,,,
3428,14-06-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Scrap,MS Scrap,53-TITAGARH WAGONS LIMITED UNIT 2 - 1,BIZHERO,BIZ HERO,,,,,,Kg,,,Not Attended,,
3429,14-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRC Scrap,1-MANTRI METALLICS PVT LTD - 1,14F24 CRCA,,,,,,,Kg,,,Not Attended,,
3430,14-06-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Scrap,MS Scrap,53-TITAGARH WAGONS LIMITED UNIT 2 - 1,BIZHERO,BIZ HERO,,,,,,Kg,,,Not Attended,,
3431,14-06-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Scrap,MS Scrap,53-TITAGARH WAGONS LIMITED UNIT 2 - 1,BIZHERO,BIZ HERO,,,,,,Kg,,,Not Attended,,
3432,14-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRC Scrap,1-MANTRI METALLICS PVT LTD - 1,14F24 - SONANA TRADE-G306,SONANA TRADING,,,,,,Kg,Accepted,,,,
3433,14-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,CI SCRAP,10-MANTRI METALLICS PVT LTD - 8,14F24 - UNIT 1,MANTRI METALLICS UNIT 1,MH43BP5006,263,,21.15,37.34,Ton,Accepted,,,,
3434,14-06-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Scrap,MS Scrap,53-TITAGARH WAGONS LIMITED UNIT 2 - 1,BIZHERO,BIZ HERO,,,,,,Kg,,,Not Attended,,
3435,14-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,KRITI VENTURIES,CG04JA8113,173,,15.35,,Ton,Accepted,,,,
3436,14-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,KRITI VENTURIES,CG04JA8113,173,,15.35,,Ton,Accepted,,,,
3437,14-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,KRITI VENTURIES,CG04JA8113,173,,15.35,,Ton,Accepted,,,,
3438,14-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,Mahendra Traders,CG04PP7587,1821,,24.81,,Ton,Accepted,,,,
3439,14-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,Mahendra Traders,CG04PP7587,1821,,24.81,,Ton,Accepted,,,,
3440,14-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,Mahendra Traders,CG04PP7587,1821,,24.81,,Ton,Accepted,,,,
3441,14-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,Mahendra Traders,CG04PP7587,1821,,24.81,,Ton,Accepted,,,,
3442,14-06-2024,Gujarat Metal Cast,1,Others,,,MCI STD,,,,,,,Kg,,,Not Attended,,
3443,15-06-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,SC 670/22,,,,,,,Kg,,,Not Attended,,
3444,15-06-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,MBH-11X C10 D,,,,,,,Kg,,,Not Attended,,
3445,15-06-2024,PRANSTON METALLOYS PRIVATE LIMITED,1,Others,,,sainath concave,Sainath Concave,,,,,,Kg,,,Not Attended,,
3446,15-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3447,15-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3448,15-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3449,15-06-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
3450,15-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRC Scrap,1-MANTRI METALLICS PVT LTD - 1,15F24 - MADHUBAN STEEL-G306,MADHUBAN STEEL,,,,,,Kg,Accepted,,,,
3451,15-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
3452,15-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
3453,15-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
3454,15-06-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,2-MANTRI METALLICS PVT LTD - 2,15F24 - LUMINAJ SAFTY,LUMINAJ SAFTY,,,,,,Kg,Accepted,,,,
3455,15-06-2024,Belgaum FerroCast Pvt Ltd,1,Pig Iron,SG,33-Belgaum FerroCast Pvt Ltd - 3,SG PIG IRON,,,,,,,Kg,,,Not Attended,,
3456,15-06-2024,Belgaum FerroCast Pvt Ltd,1,Pig Iron,SG,33-Belgaum FerroCast Pvt Ltd - 3,SG PIG IRON,SUPRIYA TRADERS,KA16C9950,ST/00587/24-25,,14.38,49.5,Ton,Accepted,,,,
3457,15-06-2024,Gujarat Metal Cast,1,Others,,,SUCHI FASTNER,SUCHI FASTNER,,,,,,Kg,,,Not Attended,,
3458,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,FBAPL,MH-40-CM-7745,24250243,,,42.42,Ton,Accepted,,,1,
3459,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,,,,,,,Kg,,,Not Attended,,
3460,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,,,,,,,Kg,,,Not Attended,,
3461,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,,,,,,,Kg,,,Not Attended,,
3462,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,,,,,,,Kg,,,Not Attended,,
3463,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,,,,,,,Kg,,,Not Attended,,
3464,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,,,,,,,Kg,,,Not Attended,,
3465,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,,,,,,,Kg,,,Not Attended,,
3466,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,,,,,,,Kg,,,Not Attended,,
3467,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,FBAPL,MH-40-CM-7731,24250244,,,42.77,Ton,Accepted,,,1,
3468,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,,,,,,,Kg,,,Not Attended,,
3469,15-06-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,22-Truform Techno Products Ltd. - 1,PIG IRON,,,,,,,Kg,,,Not Attended,,
3470,15-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,KRITI VENTURIES,CG09B0840,178,,24.95,,Ton,Accepted,,,,
3471,15-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,KRITI VENTURIES,CG09B0840,178,,24.95,,Ton,Accepted,,,,
3472,15-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,KRITI VENTURIES,CG09B0840,178,,24.95,,Ton,Accepted,,,,
3473,15-06-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,SHRI MAHAVIR IRON,CG07CA8730,111,,25.6,,Ton,Accepted,,,,
